+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                      ;
+--------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                  ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; aesa_inst|fPC_inst|mav_f|mapV_f|\map_generate:13:f_instance|reduceV_f|f_instance_first                                                     ; 160   ; 0              ; 0            ; 0              ; 80     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fPC_inst|mav_f|mapV_f|\map_generate:13:f_instance|reduceV_f                                                                      ; 400   ; 0              ; 0            ; 0              ; 80     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fPC_inst|mav_f|mapV_f|\map_generate:13:f_instance|zipWithV_f|\zip_generate:4:f_instance                                          ; 72    ; 0              ; 0            ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fPC_inst|mav_f|mapV_f|\map_generate:13:f_instance|zipWithV_f|\zip_generate:3:f_instance                                          ; 72    ; 0              ; 0            ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fPC_inst|mav_f|mapV_f|\map_generate:13:f_instance|zipWithV_f|\zip_generate:2:f_instance                                          ; 72    ; 0              ; 0            ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fPC_inst|mav_f|mapV_f|\map_generate:13:f_instance|zipWithV_f|\zip_generate:1:f_instance                                          ; 72    ; 0              ; 0            ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fPC_inst|mav_f|mapV_f|\map_generate:13:f_instance|zipWithV_f|\zip_generate:0:f_instance                                          ; 72    ; 0              ; 0            ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fPC_inst|mav_f|mapV_f|\map_generate:13:f_instance|zipWithV_f                                                                     ; 1440  ; 160            ; 1080         ; 160            ; 360    ; 160             ; 160           ; 160             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fPC_inst|mav_f|mapV_f|\map_generate:13:f_instance                                                                                ; 1280  ; 0              ; 0            ; 0              ; 80     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fPC_inst|mav_f|mapV_f|\map_generate:12:f_instance|reduceV_f|\reduce_generate:3:f_instance                                        ; 160   ; 0              ; 0            ; 0              ; 80     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fPC_inst|mav_f|mapV_f|\map_generate:12:f_instance|reduceV_f|\reduce_generate:2:f_instance                                        ; 160   ; 0              ; 0            ; 0              ; 80     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fPC_inst|mav_f|mapV_f|\map_generate:12:f_instance|reduceV_f|\reduce_generate:1:f_instance                                        ; 160   ; 0              ; 0            ; 0              ; 80     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fPC_inst|mav_f|mapV_f|\map_generate:12:f_instance|reduceV_f|f_instance_first                                                     ; 160   ; 0              ; 0            ; 0              ; 80     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fPC_inst|mav_f|mapV_f|\map_generate:12:f_instance|reduceV_f                                                                      ; 400   ; 0              ; 0            ; 0              ; 80     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fPC_inst|mav_f|mapV_f|\map_generate:12:f_instance|zipWithV_f|\zip_generate:4:f_instance                                          ; 72    ; 0              ; 0            ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fPC_inst|mav_f|mapV_f|\map_generate:12:f_instance|zipWithV_f|\zip_generate:3:f_instance                                          ; 72    ; 0              ; 0            ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fPC_inst|mav_f|mapV_f|\map_generate:12:f_instance|zipWithV_f|\zip_generate:2:f_instance                                          ; 72    ; 0              ; 0            ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fPC_inst|mav_f|mapV_f|\map_generate:12:f_instance|zipWithV_f|\zip_generate:1:f_instance                                          ; 72    ; 0              ; 0            ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fPC_inst|mav_f|mapV_f|\map_generate:12:f_instance|zipWithV_f|\zip_generate:0:f_instance                                          ; 72    ; 0              ; 0            ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fPC_inst|mav_f|mapV_f|\map_generate:12:f_instance|zipWithV_f                                                                     ; 1440  ; 160            ; 1080         ; 160            ; 360    ; 160             ; 160           ; 160             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fPC_inst|mav_f|mapV_f|\map_generate:12:f_instance                                                                                ; 1280  ; 0              ; 0            ; 0              ; 80     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fPC_inst|mav_f|mapV_f|\map_generate:11:f_instance|reduceV_f|\reduce_generate:3:f_instance                                        ; 160   ; 0              ; 0            ; 0              ; 80     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fPC_inst|mav_f|mapV_f|\map_generate:11:f_instance|reduceV_f|\reduce_generate:2:f_instance                                        ; 160   ; 0              ; 0            ; 0              ; 80     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fPC_inst|mav_f|mapV_f|\map_generate:11:f_instance|reduceV_f|\reduce_generate:1:f_instance                                        ; 160   ; 0              ; 0            ; 0              ; 80     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fPC_inst|mav_f|mapV_f|\map_generate:11:f_instance|reduceV_f|f_instance_first                                                     ; 160   ; 0              ; 0            ; 0              ; 80     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; aesa_inst|fPC_inst|mav_f|mapV_f|\map_generate:11:f_instance|reduceV_f                                                                      ; 400   ; 0              ; 0            ; 0              ; 80     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
